Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Dispenser type (product.metafields.shopify.dispenser-type),Eye shadow effect (product.metafields.shopify.eye-shadow-effect),Eyebrow enhancer color (product.metafields.shopify.eyebrow-enhancer-color),Face powder color (product.metafields.shopify.face-powder-color),Face powder type (product.metafields.shopify.face-powder-type),Flavor (product.metafields.shopify.flavor),Fragrance level (product.metafields.shopify.fragrance-level),Hair care finish (product.metafields.shopify.hair-care-finish),Heat settings (product.metafields.shopify.heat-settings),Lip gloss effect (product.metafields.shopify.lip-gloss-effect),Lip liner design (product.metafields.shopify.lip-liner-design),Lipstick effect (product.metafields.shopify.lipstick-effect),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Mascara effect (product.metafields.shopify.mascara-effect),Moisturizer type (product.metafields.shopify.moisturizer-type),Occasion (product.metafields.shopify.occasion),Package type (product.metafields.shopify.package-type),Plate type (product.metafields.shopify.plate-type),Product benefits (product.metafields.shopify.product-benefits),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin tone (product.metafields.shopify.skin-tone),Skin undertone (product.metafields.shopify.skin-undertone),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Texture (product.metafields.shopify.texture),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rinse-off-eye-makeup-remover-solvent,Rinse-Off Eye Makeup Remover Solvent,"<p>Say goodbye to stubborn eye makeup in a flash! The Rinse-Off Eye Makeup Remover Solvent effortlessly wipes away lashes and brows makeup without any rubbing or irritation. It’s blur-free, sting-free, and ready for quick touch-ups whenever you need. Plus, it’s dermatologist and ophthalmologist tested, allergy friendly, and free from all the nasties like parabens, fragrance, and sulfates. Keep your eyes happy and</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Makeup Removers,Makeup,"",true,Title,Default Title,,,,,,,,,56.69904625,shopify,deny,manual,14.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_24.png?v=1759540289,1,"",false,,,,,,,,cleansing; eye-makeup-remover,,,,,,,,,,,,,,,,,,bottle,,,all-natural-ingredients; paraben-free; sulfate-free; cruelty-free,liquid,,,,,,,,all-skin-types,,,,oz,,7.00,active
afterglow-lip-balm,Glow Lip Balm (Mini),"<p>This mini lip balm provides a delicate sheer color with a glossy finish while deeply moisturizing your lips. Enriched with a hydrating Monoï Complex and antioxidants, it keeps your lips soft, supple, and protected throughout the day. Perfect for a subtle, elegant touch of tint and lasting comfort.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_23.png?v=1759539749"" alt=""""></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lip Balms & Treatments > Lip Balms,Makeup,"",true,Color,laguna,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,15.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_21.png?v=1759539165,1,"",false,,,,,laguna,coconut-oil,glossy,,,,,,,,,,,,,,,,,,,stick,,,,stick,,,,,,,,all-skin-types,unisex,,,lb,,7.00,active
killer-liner-36-hour-waterproof-gel-eyeliner,36 Hour Waterproof Gel Eyeliner,"<p>Get ready to slay all day with the 36 Hour Waterproof Gel Eyeliner! This smooth, non-flaking formula glides on effortlessly for razor-sharp lines that won’t budge—no matter what your day throws at you. Waterproof, transfer-resistant, and cruelty-free, it keeps your look fierce for up to 36 hours. Perfect for bold eyes and endless confidence!</p>
<p><img src=""https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_20_7b274c8e-c077-404e-92a9-69718a096ded.png?v=1759538622"" alt=""""></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eyeliner,Makeup,"",true,Color,killer-black,product.metafields.shopify.color-pattern,,,,,,,,1.133980925,shopify,deny,manual,21.99,26.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_19_00997809-1f67-4cb5-b96f-d1acb5d10be2.png?v=1759538098,1,"",false,,,,,killer-black,,smooth,,stick,,,,,,,,,,,,,durable; long-lasting; easy-to-apply,,,,,,,cruelty-free,gel,,,,,,,,,,,,oz,,,active
shadowstix-longwear-eyeshadow-stick,Longwear Eyeshadow Stick,"<p>Elevate your eye makeup with long-wear eyeshadow sticks. These creamy sticks deliver richly pigmented matte and shimmer shades that effortlessly enhance every skin tone and eye shape. Their long-wear formula blends smoothly, allowing you to build intensity without creasing or fading, even in heat or sweat. Waterproof and transfer-proof, the slim, twist-up design makes application quick and precise for a polished, sophisticated look all day.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_18_fce7a8de-3efe-4ed0-96f6-f1cd4495c131.png?v=1759537670"" alt=""""></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eye Shadows,Makeup,"",true,Color,Gold Hoopz,,,,,,,,,1.6,shopify,deny,manual,21.99,,true,true,,,,,'840026664899,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_14.png?v=1759536507,1,"",false,,,,,u-aint-reddy; gold-hoopz,,shimmer,,,smoothing; metallic,,,,,,,,,,,,durable; high-pigmentation; easy-to-apply; long-lasting; buildable-coverage,,,,,,,,stick,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_14.png?v=1759536507,g,,7.00,active
shadowstix-longwear-eyeshadow-stick,,,,,,,,,U Ain't Reddy,,,,,,,,,1.6,shopify,deny,manual,21.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_15_83c228d2-ffd5-4612-9dec-75fc4602adc8.png?v=1759537488,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_15_83c228d2-ffd5-4612-9dec-75fc4602adc8.png?v=1759537488,g,,7.00,
miracle-eau-de-parfum,Radiant Bloom Eau de Parfum,"<p>Experience the magic of a vibrant floral fragrance that dances with juicy lychee and bright freesia. Its playful heart of spicy ginger and soft magnolia adds a surprising twist, while warm amber, jasmine, and musk create a cozy, lasting embrace. This joyful scent celebrates the extraordinary in every moment, making life feel like a sparkling miracle. Embrace the zest and shine all day long with this beautiful fragrance that’s as lively and inspiring as you are.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Fragrance,"",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,75.00,99.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_11.png?v=1759532407,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,everyday; special-occasion,,,,,,floral; jasmine,spring; fall; summer,,,,,,,,,,lb,,19.00,active
cheirosa-68-hair-body-perfume-mist,Cheirosa 68 Hair & Body Perfume Mist,"<p>Experience the vibrant spirit of Rio with Cheirosa 68 Hair &amp; Body Perfume Mist. This playful fragrance bursts with pink dragon fruit and lychee, swirling into a beautiful blend of Brazilian jasmine, ocean air, and hibiscus. Finished with a soft touch of vanilla and sun musk, it captures the colorful celebration of Brazil’s Tropicália Movement. Made with clean ingredients, cruelty-free, vegan, and packaged sustainably—Cheirosa 68 lets you indulge while caring for the planet. Step into a lively garden by the sea and feel the joyful energy wherever you go! </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Body Mists,Fragrance,"",true,Scent,cheirosa-68-1,product.metafields.shopify.scent,,,,,,,,28.74641644875,shopify,deny,manual,18.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/SERUM_TEINTE_2.png?v=1759565595,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,everyday; casual,,,,,,cheirosa-68-1; ocean-breeze; hibiscus; pink-dragon-fruit; vanilla; sun-musk,summer,,,,,,,,,,oz,,13.00,active
niacinamide-hyaluronic-acid-high-strength-vitamin-and-mineral-blemish-formula,Niacinamide + Hyaluronic Acid High-Strength Vitamin and Mineral Blemish Formula,"<p>Refresh your skin with this water-based serum that boosts brightness, smooths texture, and tames excess oil—all while reinforcing your skin’s moisture barrier. Packed with 10% niacinamide (Vitamin B3) to fade blemishes and even your glow, plus Zinc PCA to keep oil in check, it's perfect for all skin types. Free from parabens, sulfates, and nasties, plus vegan and cruelty-free, it’s like a playful little boost your skin will love!</p>",The Beauty Vault,Uncategorized,Skin Care,"",true,Title,Default Title,,,,,,,,,28.349523125,shopify,deny,manual,7.99,,true,true,,,,,'769915190311,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_9.png?v=1759452567,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,9.99,active
shade-slick-hydrating-tinted-lip-oil,Hydrating Tinted Lip Oil,"<p>Give your lips a burst of moisture and color with Hydrating Tinted Lip Oil. This light, buildable formula glides on effortlessly, leaving a pearly shine that stays put without any sticky feel. Infused with plant-based squalene and quinoa seed oil, it keeps lips soft, hydrated, and shielded from environmental damage. Vegan, cruelty-free, and clean, it’s the perfect playful treat for healthy, glowing lips anytime you want a fun pop of color.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Gloss,Makeup,"",true,Color,les-deux,product.metafields.shopify.color-pattern,,,,,,,,6.52039031875,shopify,deny,manual,21.99,24.00,true,true,21.99,oz,1,oz,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_7_a5ca8f8b-7b7c-455c-bc79-0fa376d5cfce.png?v=1759451701,1,"",false,,,,,les-deux,,radiant; luminous; shimmer,,,,,,,,,,,hydrating; softening; coloring; moisturizing,,,,hydrating; buildable-coverage; easy-to-apply; long-lasting,,,,,,,vegan; cruelty-free,,,,,,,,,,,,,oz,,12.00,active
shade-slick-hydrating-tinted-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Capture_f238bab2-c5d7-455c-8fe7-0927135d7fe1.png?v=1759452109,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matte-revolution-walk-of-no-shame-mini-lipstick,Velvet Ambition Mini Lipstick,"<p data-start=""181"" data-end=""607""> </p>
<p>This matte lipstick delivers rich color with a smooth, creamy feel. The angled tip ensures easy, precise application, while botanical extracts and vitamin E keep your lips soft and hydrated. The rose-berry shade blends boldness with elegance, giving your smile a radiant, polished look. Enjoy lasting comfort and beautiful color in one sleek package.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,"",true,Color,walk-of-no-shame,product.metafields.shopify.color-pattern,,,,,,,,0.85048569375,shopify,deny,manual,12.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_4_abb8c2a7-e569-4fe9-a88a-16ab091c5d38.png?v=1759449901,1,"",false,,,,,walk-of-no-shame,,smooth; luminous; radiant,,,,,,,,,,,,,coloring; moisturizing; hydrating; softening,,hydrating; long-lasting; easy-to-apply,,,,,,,,,,,,,,,,,,smooth; silky,,oz,,8.00,active
matte-revolution-walk-of-no-shame-mini-lipstick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_5.png?v=1759450087,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charlottes-magic-cream-with-hyaluronic-acid,Radiance Cream with Hyaluronic Acid,"<p>Radiance Cream with Hyaluronic Acid gives your skin a fresh, glowing boost while keeping it soft and smooth all day. Packed with nourishing ingredients like Rosehip Oil and Vitamins C and E, it helps brighten and hydrate your face. Designed for flawless makeup or just a radiant natural look, this mini moisturizer is your new everyday glow buddy!</p>
<p> </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Skin Care,"",true,Title,Default Title,,,,,,,,,5.669904625,shopify,deny,manual,15.00,,true,true,,,,,'5060542724777,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_1_6ee05b2c-fada-4854-be91-fef306f40c00.png?v=1759448334,1,"",false,,,hyaluronic-acid; vitamin-c; aloe-vera; shea-butter,,,,,,,,,,,,,,,,,,,,,all-day,,,,,,cream; lotion,,,,,,,,all-skin-types,,,,oz,,8.00,active
creme-radiance-clarifying-cream-to-foam-cleanser,Radiance Clarifying Cream-to-Foam Cleanser,"<p>Radiance Clarifying Cream-to-Foam Cleanser gently removes makeup and impurities while hydrating and soothing your skin. It brightens and protects your skin, leaving it soft and refreshed. </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Skin Care,"",true,Title,Default Title,,,,,,,,,48.1941893125,shopify,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-30T181303.941.png?v=1759274001,1,"",false,,,,,,rose-extract,,,,,,,,,,,,,,,,,,,,squeeze-tube,,,dermatologist-tested,cream; foam,,,protection; soothing; brightening; cleansing; hydrating; moisturizing,,,,,combination; sensitive; normal,,,,oz,,8.00,active
collagen-lip-bath-gloss,Collagen Lip Bath Gloss,"<p>Collagen Lip Bath Gloss is a clear gloss that hydrates and plumps your lips. It contains mustard sprout extract and marine collagen to smooth and shape your lips, while coconut oil keeps them moisturized. With a soft milky pink shimmer, it adds a subtle shine that makes your lips look fuller and more vibrant. Perfect for a natural, glowing finish.</p>
<p style=""text-align: left;""><br></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Gloss,Makeup,"",true,Color,pillow-talk,product.metafields.shopify.color-pattern,,,,,,,,2.26796185,shopify,deny,manual,17.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-30T172948.242.png?v=1759271645,1,"",false,,,,,pillow-talk,collagen; coconut-oil,radiant; smooth; luminous,,,,,,,,,,,coloring; plumping; hydrating; smoothing,,,,nourishing; hydrating; long-lasting; easy-to-apply,,,,tube,,,,liquid,,,,,,,,all-skin-types,female,,,oz,,8.00,active
kissing-jelly-non-sticky-lip-oil-gloss,Jelly Lip Oil Gloss,"<p>Give your lips a touch of shine and a splash of sweetness. This non-sticky lip oil gloss wraps lips in cushiony hydration with a sheer pop of color. Formulated with sunflower seed and jojoba oils, it nourishes and smooths while locking in moisture for up to 12 hours. Vegan, cruelty-free, and available in seven juicy shades—each one designed to make your smile shine a little brighter.</p>
<p> </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Gloss,Makeup,"",true,Color,birthday-kiss,product.metafields.shopify.color-pattern,,,,,,,,4.25242846875,shopify,deny,manual,19.99,22.00,true,true,,,,,'651986029372,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-28T215838.650.png?v=1759114881,1,"",false,,,,,birthday-kiss,,glossy; shimmer,,,,,,,,,,,nourishing; smoothing; hydrating; moisturizing,,,,long-lasting; easy-to-apply; hydrating; moisturizing,,,,,,,cruelty-free; vegan,,,,,,,,,,,,,oz,,,active
hd-skin-waterproof-natural-matte-foundation,HD Skin Waterproof Natural Matte Foundation,<p>The HD Skin Waterproof Natural Matte Foundation offers medium coverage with a natural finish that lasts 24 hours. Its Micro-Skin System™ moves with</p>,The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,Makeup,"",true,Skin tone,deep-skin,product.metafields.shopify.skin-tone,Skin undertone,yellow,product.metafields.shopify.skin-undertone,,,,,28.63301835625,shopify,deny,manual,39.99,47.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-28T214258.843.png?v=1759113800,1,"",false,,,,,,,natural; matte,,bottle,,,,,,,,,,,,nude-amber,durable; buildable-coverage; easy-to-apply; long-lasting,,,,,,,,liquid,,,pore-refining; protection,,deep-skin,yellow,,all-skin-types,,,,oz,,,active
hd-skin-waterproof-natural-matte-foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-28T214835.058.png?v=1759114504,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eyes-to-mesmerise,Glow Cream Shadow – Golden Hour,"<p>Enhance your eyes with the warm glow of this gold-bronze cream shadow that effortlessly blends into your lids. Its refreshing, water-based formula glides on smoothly, creating a radiant, luminous finish that brightens and evens skin tone. Infused with vitamin E, it provides lasting hydration and a gentle shimmer. Vegan-friendly and ideal for creating refined, polished looks that transition gracefully from daytime elegance to evening sophistication.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eye Shadows,Makeup,"",true,Color,star-gold,product.metafields.shopify.color-pattern,,,,,,,,6.52039031875,shopify,deny,manual,25.00,35.00,true,true,,,,,'5060542720496,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-28T213027.027.png?v=1759113111,1,"",false,,,,,star-gold,,shimmer; metallic; luminous,,,smoothing,,,,,,,,,,,,nourishing; hydrating; non-irritating; easy-to-apply,,,,,,,vegan,cream,,,,,,,,,,,,oz,,,active
laneige-beauty-kit-mini,Vault Mini Glow Kit,"<p>Discover the playful side of skincare with this mini glow set. Inside, you’ll find three travel-friendly essentials: a hydrating cream infused with hyaluronic acid for dewy softness, a soothing toner-moisturizer blend that calms and refreshes, and a silky berry lip mask that smooths and nourishes overnight. Perfect for glowing skin and kissably soft lips—your on-the-go pamper ritual, anytime, anywhere.</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Cosmetic Sets,Skin Care,asian skin care productds,true,Title,Default Title,,,,,,,,,5.0,shopify,deny,manual,19.99,22.00,true,true,,,,,'8809925164666,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-28T211347.524.png?v=1759112040,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all-skin-types,unisex,,,g,,13.00,active
nars-blush-behave,Blush Behave,"<p>Lux blush that offers long-lasting, vibrant color with a smooth, lightweight feel. Its silky formula blends easily, softening imperfections and enhancing your complexion in matte, satin, or shimmer finishes.</p>
<blockquote style=""max-width: 605px; min-width: 325px;"" data-video-id=""7359029810070310175"" cite=""https://www.tiktok.com/@caloash/video/7359029810070310175"" class=""tiktok-embed""></blockquote>
<blockquote style=""max-width: 605px; min-width: 325px;"" data-video-id=""7359029810070310175"" cite=""https://www.tiktok.com/@caloash/video/7359029810070310175"" class=""tiktok-embed""></blockquote>
<blockquote class=""tiktok-embed"" cite=""https://www.tiktok.com/@caloash/video/7359029810070310175"" data-video-id=""7359029810070310175"" style=""max-width: 605px; min-width: 325px;""><br></blockquote>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Blushes & Bronzers,Makeup,"",true,Color,behave,product.metafields.shopify.color-pattern,,,,,,,,4.8,shopify,deny,manual,31.99,36.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-27T184220.611.png?v=1759016554,1,"",false,,,,,behave,,satin; shimmer; matte,,palette; pan,,,,,,,,,,,,,long-lasting; easy-to-apply; buildable-coverage; high-pigmentation,,,,,,coloring; smoothing,,highlighter,,,,,,,,all-skin-types,,,,g,,,active
rare-beauty-matte-lip-cream,Matte Lip Cream,"<p>Experience the playful charm of our Lip Cream delivers rich, air-whipped color with a soft, velvety finish. This lightweight formula melts onto your lips, providing nourishing hydration without any heavy feel. Perfect for adding a touch of effortless elegance that stays comfortable all day long. Get ready to pucker up with a wonderfully smooth, moisturizing pop of color!</p>
<p><br></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,Makeup,Lip Stick,true,Color,ascend,product.metafields.shopify.color-pattern,,,,,,,,85.048569375,shopify,deny,manual,17.99,21.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_6_8f83e66e-ffe9-437e-8027-3e595120f0f9.png?v=1759451086,1,"",false,,,,,ascend,,matte; soft-focus,,tube; stick,,,,,,,,,,,moisturizing; coloring; hydrating; nourishing,,easy-to-apply; buildable-coverage; non-irritating; long-lasting; nourishing; moisturizing; hydrating,,,,,,,,cream; liquid,,,smoothing; illuminating; brightening; hydrating; moisturizing; nourishing,,,,,,,velvety; lightweight; smooth,,oz,,6.00,active
rare-beauty-always-an-optimist-weightless-eye-primer,Weightless Eye Primer,"<p>Smooth and brighten your lids with this lightweight eye primer. It blurs texture, evens out color, and helps eyeshadow stay vibrant and crease-free all day. The peach tint adds a fresh glow, and the quick-dry formula feels comfortable and natural. Perfect for all skin types and works with powders and creams.</p>
<p><br></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eye Primers,Makeup,"",true,Color,base,product.metafields.shopify.color-pattern,,,,,,,,85.048569375,shopify,deny,manual,24.99,28.00,true,true,,,,,'840122902581,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-27T181407.294.png?v=1759014863,1,"",false,,,,,base,,,,tube,,,,,,,,,,,,,easy-to-apply; buildable-coverage; non-irritating; long-lasting,,,,,,,,cream; liquid,,,smoothing; illuminating; brightening,,,,,,,,,oz,,6.00,active
rare-beauty-always-an-optimist-weightless-eye-primer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T181240.204.png?v=1759014977,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beautycounter-beyond-gloss-peony,Beyond Gloss,"<p>Add a burst of playful shine with gloss. This clean beauty favorite delivers rich, high-gloss color with a cushiony, smooth feel that hydrates without any stickiness. Available in a variety of shades, each tube features a subtle, natural vanilla scent sourced responsibly from Madagascar. Perfect for lips that want to look fabulous and feel nourished throughout the day.</p>
<p><img src=""https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T180159.684.png?v=1759014146"" alt=""""></p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lip Gloss,Makeup,"",true,Color,peony,product.metafields.shopify.color-pattern,,,,,,,,5.1029141625,shopify,deny,manual,24.99,26.00,true,true,,,,,'842149105839,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-27T173914.748.png?v=1759012820,1,"",false,,,,,peony,,glossy,,,,,,,,,,,smoothing; coloring; hydrating,,,,easy-to-apply; high-pigmentation; hydrating,,,,,,,,,,,,,,,,,,,,oz,,7.00,active
bareminerals-complexion-rescue®-tinted-moisturizer-with-hyaluronic-acid-and-mineral-spf-30,Tinted Moisturizer,"<p>Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30 hydrates, evens skin tone, and protects with SPF 30. It boosts hydration for a fresh, dewy glow that lasts all day. Light coverage blurs imperfections while keeping your skin oil-free—easy, fun, and flawless!</p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,Makeup,"",true,Makeup shade,dune-7-5,product.metafields.shopify.makeup-color-shade,,,,,,,,14.1747615625,shopify,deny,manual,20.00,29.00,true,true,,,,,'194248010973,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-27T170759.315.png?v=1759011422,1,"",false,,,,,,,natural; luminous; dewy,,tube,,,,,,,,,,,,dune-7-5,easy-to-apply; hydrating; long-lasting; moisturizing; non-irritating,,,,,,,spf-protection,cream; liquid,,,smoothing; brightening; hydrating; anti-shine; protection; moisturizing,,medium-skin; light-skin,,,combination; oily; all-skin-types,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T171125.793.png?v=1759011422,oz,,7.00,active
bareminerals-complexion-rescue®-tinted-moisturizer-with-hyaluronic-acid-and-mineral-spf-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T171125.793.png?v=1759011422,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it-cosmetics-bye-bye-breakout-full-coverage-treatment-cancealer,Bye Bye Breakout Full Coverage Treatment Cancealer,"<p><img src=""https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T164516.358.png?v=1759009547"" alt="""">Wave goodbye to blemishes with IT Cosmetics Bye Bye Breakout Full Coverage Treatment Concealer! This clever all-in-one formula hides redness, acne, and discoloration while treating your skin with soothing, anti-aging ingredients. Infused with a gentle AHA/BHA complex, it not only conceals but helps transform your skin for a flawlessly clear complexion in seconds. Say hello to your new secret weapon for a flawless, breakout-free glow!</p>
<p> </p>",The Beauty Vault,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,Makeup,"",false,Makeup shade,tan,product.metafields.shopify.makeup-color-shade,,,,,,,,30.617484975,shopify,deny,manual,0.00,47.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-28T100452.113_220ca1fe-312d-456a-850d-a1a5587c86ad.png?v=1759071981,1,"",false,,,,,,,matte; natural; luminous; radiant; smooth,,tube; bottle,,,,,,,,,,,,tan,durable; non-irritating; long-lasting; non-comedogenic; easy-to-apply; buildable-coverage; hydrating; moisturizing; nourishing,,,,,,,cruelty-free; no-artificial-fragrance; paraben-free; vegan,cream; liquid,,,mattifying; pore-refining; color-correction; hydrating; healing; anti-redness; cleansing; anti-aging; soothing; anti-blemish; brightening; moisturizing; unclogging; anti-acne,,light-skin; medium-skin; tanned-skin,warm,,dry; normal; combination; oily; problem; all-skin-types,,,,oz,,7.00,draft
